Möte,Dagordningspunkt,Brödtext,Förslagställare,Kommun,Organisation(er),Tid,Vem-taggar,Alla taggar,Rankning,Antal röstande
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 2. Vilken typ av nationell insats skulle ha störst positiv effekt på huvudmännens förmåga att strategiskt leda digitalisering inom sitt område?,"föreslår att 1) teknikämnet och 2) programmeringsinslagen i skolan måste stimulera tjejers teknikintresse i minst samma mån som killars. Detta kan ledas i form av en långsiktig nationell insats så att tjejer i lika hög grad som killar söker in till IT/data-utbildningar till senast 2030 och följs upp för varje år per kommun fram tills dess.

Tjejer är minst lika intresserade av teknik och det blir därför är en demokratifråga att teknikämnet inte stimulerar tjejers teknikintresse i samma mån som killar (Skolinspektionen, 2014, Teknik – Gör det osynliga synligt, s. 22). Ur ett yrkesval är IT/data-yrkena är Sveriges snabbast växande (källa: Arbetsförmedlingen) samtidigt som andelen kvinnor inom datayrkena sjunkit sedan 80-talet i Sverige och internationellt (källa: NPR, “When women stopped coding”)! Bilden av jobbet som programmerare hos tjejer i skolan är helt olikt den som är i branschen (Google, 2014, ""Women Who Choose Computer Science— What Really Matters"", s. 6). Det gör att idag söker killar i mycket högre grad sig till IT/data på gymnasiet och universitet, vilket är huvudingången till IT-branschen.

Det viktigaste att veta är att programmering i skolan ej automatiskt vänder den trenden (källa: Cracking the Gender Code) utan snarare driver på den (BBC: “Girls logging off”) såvida inte bl.a. myten av en programmerare som en manlig nörd avlivas och undervisningen är meningsfull. Det är extremt viktigt! Nu finns forskning (bl.a. Cracking the Gender Code, Accenture, 2016) på metoder för att undervisningen blir inkluderande, men den har ej nåt lärare eller huvudmän. 

Det behövs alltså kontinuerlig uppföljning av huvudmän och prioritering för att premiera tjejers teknik- och programmeringsintresse, framför allt nu när programmering införs från åk 1. I åk 9 kan det följas upp regelbundet i form av andel sökande till Teknik inriktning IT/medieteknik (data från Skolverket) och i gymnasiet åk 3 andel sökande till IT/Data-utbildningar på universitetet. Kvalitetsgranskning kan också användas. Det behövs resurser och tid för lärare till att bedriva normkreativ programmeringsundervisning i sina ämnen, då lektionsmaterial ofta är manligt kodade.

Viktigast är att jobba forskningsförankrat med tjejers teknikintresse och med beprövade metoder, vilket finns idag men används alldeles för lite i klassrummen . Avsaknaden av kompetens gör att lärare antingen gissar, blundar eller är orolig för göra fel i hur bemöta tjejerna – lärare ska kunna se sig själva som kunniga och inspirera i valfritt ämne i alla moment där programmering ingår. Se de viktigaste faktorerna på s. 6 i https://www.accenture.com/t20170417T030444Z__w__/us-en/_acnmedia/Accenture/next-gen-3/girls-who-code/Accenture-Cracking-The-Gender-Code-Report.pdfla=en",Marcus Nygren,Norrköpings kommun,Annat företag,2018-11-12 16:39,,marcusnygren-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 2. Vilken typ av nationell insats skulle ha störst positiv effekt på huvudmännens förmåga att strategiskt leda digitalisering inom sitt område?,föreslår att det finns ett väl utbyggd och kvalitetssäkrad databas för digitala lärresurser. Det skulle garantera en likvärdig tillgång samt utgöra ett incitament för också den mest osäkra pedagogen att använda digitalt material.,Ann-Britt Dahl,Färgelanda kommun,Annat företag,2018-11-13 14:08,,ann-britt-dahl-1,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 2. Vilken typ av nationell insats skulle ha störst positiv effekt på huvudmännens förmåga att strategiskt leda digitalisering inom sitt område?,"Tydliga, mätbara mål
#TidMedel #Skolverket #Regeringen",Merkurius VoteIT,Stockholms kommun,,2018-10-30 11:38,skolverket regeringen,tidmedel merkurius-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 2. Vilken typ av nationell insats skulle ha störst positiv effekt på huvudmännens förmåga att strategiskt leda digitalisering inom sitt område?,"Samverkan mellan myndigheter för gemensamt mål och uppföljning.
#TidMedel #Skolverket #Regeringen",Merkurius VoteIT,Stockholms kommun,,2018-10-30 11:40,skolverket regeringen,merkurius-3 tidmedel,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 2. Vilken typ av nationell insats skulle ha störst positiv effekt på huvudmännens förmåga att strategiskt leda digitalisering inom sitt område?,"föHögskolan/lärarutbildningen och rektorsutbildningen som sparringpartner till huvudmännen
#TidLång #Universitetskanslersämbetet #Regeringen",Merkurius VoteIT,Stockholms kommun,,2018-10-30 11:31,universitetskanslersämbetet regeringen,tidlång merkurius-1,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 2. Vilken typ av nationell insats skulle ha störst positiv effekt på huvudmännens förmåga att strategiskt leda digitalisering inom sitt område?,"Mitt förslag är att på nationell  nivå görs en ”copycat” på Facebook, en klon av Facebook. Som sedan alla lärare, elever, föräldrar, skolor och andra intressenter finns på. 

Där kan man skapa nationella ämnesvisa samarbetsytor för lärare, grupper för elever/klasser, chattgrupper etc. Och alla lärare och elever får en egen mailadress som följer en oberoende på vilken skola eller stad man byter till.

Eftersom det är en nationell plattform undviks reklam, filterbubblor, att personlig data säljs vidare etc.",Tommy Fälth,Kungsbacka kommun,Kommunal skola,2018-11-06 13:01,,falth-1,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 2. Vilken typ av nationell insats skulle ha störst positiv effekt på huvudmännens förmåga att strategiskt leda digitalisering inom sitt område?,"föreslår det finns mycket utvecklade teknologier för lärande: immersiv teknologi, robotar, AR/VR, blended learning. Men dessa används inte i skolan. Skolan släpar, trots investeringar efter.. emedan elever i sin vardag använder alltmer IoT produkter och den i digitalisering i skolan ofta fortfarande är lika med ""en laptop och skolplattform"" - riskerar gapet att växa och skolan att bli alltmer irrelevant för morgondagens elever. En nationell insats kan därför vara att orientera rektorer i innovativa teknologier, möjliggöra kontinuerlig rotering mellan skolor av dyrare teknologier - Det är trots allt inte WOW faktor man söker - utan att OM/NÄR  teknologier ska användas i klassrummet - så är en effektiv användning att föredra.",Nina Bergdahl,Stockholms kommun,Lärosäte,2018-11-07 10:11,,nina-bergdahl-4,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 2. Vilken typ av nationell insats skulle ha störst positiv effekt på huvudmännens förmåga att strategiskt leda digitalisering inom sitt område?,"föreslår att samtala kring de spatio-temporala funktionernas inverkan på skolan och hur man kan tänka sig att utveckla sin skola. Idag hyllas tex flipped classroom. Men alla kan inte flippa, eftersom 1) timplanen kräver ett antal minuter. Eleven får då fler minuter än kravet. 2) den privata sfären invaderas. Hur många föreläsningar är okej att att lyssna på hemma, utanför lektionstid 3) även om eleven gör lektionen hemma, är den inte skolbefriad.. När tekniken öppnar för nya friheter inom pace/place/time och i viss mån content - då är läraren ändå bakbunden att hantera dessa - ifall inte andra direktiv kommer från ledningen. Detta behöver diskuteras på nationell nivå. Timplan, kontra asynchront och synchront lärande. Ytterst kanske vi pratar om ifall det är den fysiska närvaron eller den mentala som räknas.",Nina Bergdahl,Stockholms kommun,Lärosäte,2018-11-07 10:16,,nina-bergdahl-5,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,Genom att se till att den pedagogiska personalen har tillräckligt med pengar för att kunna göra inköp överhuvudtaget.,Markus Stoor,Umeå kommun,Lärosäte,2018-10-31 11:03,,markus-stoor-3,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,"Genom att se till att det är den pedagogiska personalen, enskilda lärare eller mer sällsynt arbetslag av lärare som beslutar om vad som ska köpas in.  Inga inköp på skolnivå. Absolut inga som helst inköp på huvudmannanivå.

Detta är mycket mycket viktigt eftersom det skapar det marknadstryck som i längden kan leda till bättre och bättre digitala lärresurser. Enskilda lärare märker själva bäst vad de har nytta. Det måste vi på systemnivå acceptera och använda till fördel, inte försöka jobba runt.",Markus Stoor,Umeå kommun,Lärosäte,2018-10-31 11:08,,markus-stoor-4,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,"Genom att skapa marknadsplatser där lärare (köpare) och tillverkare (säljare) kan mötas.

Det som behöver vara klart och fixas nationellt är att produkterna som säljs klarar lagkrav (typ GDPR) och att lärarnas deltagande också klarar lagkrav (typ LOU).

Det pedagogiska värdet och priserna måste dock lämnas helt och hållet upp till lärare och tillverkare att bedöma.",Markus Stoor,Umeå kommun,Lärosäte,2018-10-31 11:15,,markus-stoor-5,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,"föreslår I Västerås jobbar vi på ett koncept som möjliggör för en beställare (t.ex.  en lärare) att avropa tjänst mot målgrupper så som elevgrupper, klasser och enskilda elever.

Tanken är att vi proaktivt skall kunna reglera personuppgiftsutbytet med leverantören samt de övriga administrativa flöden som följer av ett avrop. Målet är att automatisera den löpande hanteringen samt möjliggöra mer granulära och verksamhetsnära läromedelsavrop.",Mats Gahnström,Västerås kommun,Kommun,2018-10-31 12:30,,mats_gahnstrom-1,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,"För att kunna göra rationella val måste man ha kompetens. Lärare, och övriga ansvariga, måste ges (inte erbjudas - det tenderar att bara att fånga de redan intresserade) kompetensutveckling. Kompetensutvecklingen  skall visa på digitaliseringens pedagogiska nytta. Således bör den hållas av pedagoger, inte av tekniker som mest är intresserade av skojiga featuers. Understryka att digitaliseringen skall användas där den bidrar med något, inte är ett självändamål.",Lars Almén,Gnosjö kommun,Lärosäte Kommunal skola,2018-10-31 20:45,,lars-almen-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,föreslår att erfarenheter från läromedelsgranskning sprids. Sakkunnighetsgranskning är mkt tidskrävande och den nationella granskning som upphörde 1991 behöver i någon form återuppstå. Läromedel behöver hålla hög nivå av ämneskunskap tillsammans med didaktisk kunskap och därför behövs ofta flera granskare med olika kompetenser. Med tillgängliga granskningar kan lärare få möjlighet till väl underbyggda val för sina lokalt beslutade inköp.,Ingela Bursjöö,Göteborgs kommun,,2018-11-01 07:36,,ingela-bursjoo-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,"föreslår standarder. Ett exempel skulle kunna vara en ""märkning"" typ creative commons när det gäller GDPR.",Anders Erenius,Burlövs kommun,Kommunal huvudman Kommun,2018-11-01 13:58,,anders_erenius-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,"föreslår att det på nationell nivå finns en grupp som testar, jämför och utvärderar digitala läromedel. Idag görs samma arbete av lärare i hela Sverige som egentligen inte har tid avsatt för detta och det tar väldigt mycket tid. Dessa läromedel är bra men för dyra för att man ska köpa ”grisen i säcken”. 
Detta gäller även det arbete som görs i kommunerna kring att klassa program och appar, i och med GDPR, detta skulle också kunna göras på nationell nivån så att lärare bara behöver gå in i ett register för att kontrollera att det är godkänt för användning i skolan. Det skulle motverka att det görs olika i olika kommuner som det kan bli idag.",Maria Gulliksson,Örnsköldsviks kommun,Kommunal skola,2018-11-02 11:22,,miag-1,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,"föreslår någon form av standarder, och en testgrupp som prövar, jämför, visar med 'walk troughs' på en nationell plattform och samlar alla tester och sammanställer utvärderingar gällande digitala läromedel. En enkel plattform att hitta till för alla, men gruppen behöver bestå av en mängd olika testpersoner ifrån hela styrkedjan, men kanske även elever.",Lilian Hemmingsson,Stockholms kommun,Lärosäte,2018-11-05 15:28,,lhemmingsson-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,föreslår federeringslösningar och standarder samt system för enkel distribution och administration så att pedagogerna enkelt kan hantera dessa. Urvalet behöver utvecklas i samråd med forskning och beprövad erfarenhet så att man utnyttjar den digitala tekniken på rätt sätt. Mycket görs i våra nordiska grannländer inom detta område och det bör man titta på i detta sammanhang.,Michael Carlsson,Gotlands kommun,Kommunal huvudman Kommun,2018-11-06 08:53,,miccar-3,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,föreslår en central myndighet som granskar marknadens digitala läromedel med mål att de ska följa läroplanen (detta tar annars mycket tid från huvudmannen + en kvalitetsgranskning vilket annars kan variera från kommun till kommun),Åsa Eriksson,Västerås kommun,Kommunal huvudman,2018-11-07 14:27,,asameriksson-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,"Beslut om lärresurser ska naturligtvis ske så nära elevgruppen som möjligt, men det behövs tid, stöd och kompetens för att avgöra om lärresursen verkligen är den bästa i sitt slag, att den är GDPR-säker och att användandet av den verkligen lyfter lärandet eller undervisningen. Därför behövs kompetenta stödpersoner i verksamheterna och på huvudmannanivå som kan agera som bollplank och stöd för pedagogerna när de ska välja digitala tjänster.
För att dessa personer ska få stöd i sin tur behövs standarder och märkningar som visar ex vilken GDPR-nivå tjänsten befinner sig på. Ett sådant register över tjänster och verktyg skulle behöva skapas på nationell nivå, så att inte alla kommuner och andra huvudmän sitter och gör detta på varsitt håll.",Kaisa Humlebo,Stockholms kommun,Kommunal skola,2018-11-08 15:19,,kaisah-3,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,föreslår Nationell satsning på likvärdighet i möjligheten att överhuvudtaget kunna köpa in digitala läromedel.,Cecilia Lilja,Värnamo kommun,Branschorganisation,2018-11-09 16:00,,cecilialilja-4,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,föreslår att det finns kriterier för tillgänglighet som behöver uppfyllas.,Nathalie Thegel,Karlstads kommun,Kommunal huvudman Kommunal skola Kommun,2018-11-12 00:59,,nathaliethegel-1,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,Utveckla lärares begreppsapparat för att kunna beskriva relationen mellan digital resurs och önskade aktiviteter i klassrummet.,Johan Lundin,Göteborgs kommun,Lärosäte Myndighet,2018-11-12 12:13,,johanlundin-3,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 3. Hur kan vi underlätta den pedagogiska personalens urval och inköp av digitala lärresurser?,"Läraren måste få välja rätt läromedel för sin elevgrupp. För detta behöver läraren kompetens att kritiskt granska digitala lärarresurser utifrån givna aspekter både när det gäller innehåll, funktionalitet och säkerhet.",Linda Axelsson,Kristianstads kommun,Kommunal skola Kommun,2018-11-06 20:07,,linda-axelsson-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,"Huvudmän lägger stora resurser på att köpa in system som ska stödja det administrativa arbetet. Frågan är om inte detta arbete skulle kunna samordnas. Dvs att skolverket tar fram standarder som dessa system ska uppfylla, sedan testas de mot användare.  Och att de därefter får en kvalitetsstämpel.  Fördelen som jag ser det är att det blir enklare att flytta elevuppgifter mellan olika system. Varje enhet slipper att uppfinna hjulet själva.",Anders Gerestrand,Växjö kommun,Myndighet,2018-10-31 10:33,,anders-gerestrand-1,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,"Huvudmännen köper in olika system vid olika tidpunkter, som sedan visar inte fungera tillsammans. Det tar onödig administrativ tid. Nu ligger väl bollen hos mjukvaruutvecklarna, men frågan är hur många pedagoger som är med vid utvecklingen av produkterna...",Lars Almén,Gnosjö kommun,Lärosäte Kommunal skola,2018-10-31 20:52,,lars-almen-3,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,"föreslår att vi anställer lärarassistenter!?
#TidKort #Huvudman #Regeringen",Lilian Hemmingsson,Stockholms kommun,Lärosäte,2018-11-05 15:30,huvudman regeringen,tidkort lhemmingsson-3,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,föreslår: man inte kan förlita sig på att tekniken eller verktyget gör jobbet - det som ger effekt är att kapa steg i den mänskliga arbetsprocessen. Även att lärarna behöver digitalt stöd samt rätt verktyg som stödjer det formativa arbetssättet.,Åsa Eriksson,Västerås kommun,Kommunal huvudman,2018-11-07 14:10,,asameriksson-1,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,"Sätt nationella standardkrav på alla administrativa system, så att det blir lättare att synka dem med varandra. 
Skulle gärna se att det utformades en nationell skolportal, med olika behörigheter till olika delar, så att både känsligt och okänsligt material kunde samlas där. Risken är väl att det blir ännu en koloss som fungerar otympligt med femtio klickningar för varje litet moment som ska fyllas i. När formatet styr det pedagogiska arbetet är vi ute och cyklar. Gör det enkelt.",Kaisa Humlebo,Stockholms kommun,Kommunal skola,2018-11-08 15:30,,kaisah-4,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,"system som arbetar gemensamt, uppgifter som rapporteras i ett system ska kunna användas i flera. Hänsyn till detta behöver tas vid nya upphandlingar",Maria Nyström,Sollentuna kommun,Kommunal skola,2018-11-09 09:45,,marnyst-3,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,"föreslår En nationell användaridentitet för alla elever som följer dem från skolstart till avslutad skolgång, oavsett vilken skola de hör till. På detta sätt kan övergången mellan skolor vid byte av skola eller stadie underlättas administrativt och frikoppla lärarna från själva hanteringen av teknik och inloggningar.",Cecilia Lilja,Värnamo kommun,Branschorganisation,2018-11-09 15:57,,cecilialilja-3,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,"föreslår Nationell satsning på likvärdighet i tillgång till digitala läromedel och på att alla skolor kan köpa in grundläggande digitala läromedel i alla ämnen. Det går åt mycket lärarresurser och tid från lärarna om de själva är tvungna att skapa grundmaterial till sin undervisning, vilket tyvärr ofta blir utfallet när skolor måste satsa stora delar av sin budget på teknikinköp och därmed drar in kostnader för läromedel.",Cecilia Lilja,Värnamo kommun,Branschorganisation,2018-11-09 16:07,,cecilialilja-5,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,föreslår att det är ett misstag att skilja ut administration och rutiner som icke-pedagogisk verksamhet. Ur elevernas perspektiv har detta ofta en stor påverkan på lärandet och bör därför inte delegeras till andra än lärare. Ge istället lärare större inflytande i vilka administrativa processer som har bäring på elevers lärande och ta helt enkelt bort övrig administration från verksamheten.,Johan Lundin,Göteborgs kommun,Lärosäte Myndighet,2018-11-12 12:18,,johanlundin-4,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,"Vi kommer överens om system som stöder arbetsprocesserna som ska användas av alla. Det är viktigt att vara tydlig med vad de ska användas till.
#TidMedel #Huvudman #Skolledning",Merkurius VoteIT,Stockholms kommun,,2018-10-30 11:45,huvudman skolledning,merkurius-4 tidmedel,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,"Tydliggör vem som gör vad. Alla behöver inte göra allt administrativt.
#TidMedel #SKL #Huvudman",Merkurius VoteIT,Stockholms kommun,,2018-10-30 11:46,skl huvudman,merkurius-6 tidmedel,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,"De är tillgängliga, uppdaterade, relevanta och pratar med andra system.
#TidLång #EdTech #Huvudman",Merkurius VoteIT,Stockholms kommun,,2018-10-30 11:45,edtech huvudman,tidlång merkurius-5,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,"föreslår närvaro i klassrum kan hel-automatiseras. På väg dit, kan tex eleverna istället ""checka in""  via sin laptop/mobil.",Nina Bergdahl,Stockholms kommun,Lärosäte,2018-11-07 10:01,,nina-bergdahl-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 4. Hur bör digitalisering av administrativa processer och effektivisering av rutinaktiviteter utformas så att lärarna kan lägga mer tid på den pedagogiska verksamheten?,"föreslår det är ett alldeles för stort fokus på att lärare måste samla bevisföring i form av dokument som betygsätts. Istället borde man samla delar av kommentarer från lär-processen - detta pga att ett dokument inte avspeglar att ett lärande har skett, samt reducerar komplexiteten i digitalt skapande, programmering, 21st century skills, där mycket går om miste, och elever som utvecklat strategier att ""dölja sina brister"" kan fortsätta göra så.",Nina Bergdahl,Stockholms kommun,Lärosäte,2018-11-07 10:05,,nina-bergdahl-3,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"Forskningen behöver i större utsträckning komma till lärare färdigförpackad och klar för användning. Viktigast här är läromedel. Att arbeta med läromedelkvaliteten och bygga in kunskap från forskningen där så att den enskilda läraren nås av den ""automatiskt"" och implicit samtidigt som den förklaras explicit har mycket större potential än att försöka få lärare att själva kunna omsätta kunskap från forskningen.",Markus Stoor,Umeå kommun,Lärosäte,2018-10-31 11:53,,markus-stoor-6,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,Ett närmare samarbete mellan skola och högskola. Gärna på regional nivå.,Lars Almén,Gnosjö kommun,Lärosäte Kommunal skola,2018-10-31 20:54,,lars-almen-4,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår att det byggs in en kultur av att studera den egna undervisningspraktiken, dvs frågan behöver ställas på ett annat sätt då det handlar om mycket mer än att ”tillgodogöra sig” forskning. Lärare har alltmer tillägnat sig en vetenskaplig metodik genom sin utbildning och genom alltfler som vidareutbildar sig med master-,lic- och forskarkompetens. Använd dessa resurser så de stannar kvar i skolan, bygg kulturer som införlivar forskningsaktiviteter i undervisningspraktiken.",Ingela Bursjöö,Göteborgs kommun,,2018-11-01 07:46,,ingela-bursjoo-3,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår Lättillgängliga kunskapsöversikter som lockar till läsning. Nätverksbyggande såväl lokalt, regionalt som nationellt för samtal och erfarenhetsutbyte kring forskning. Kollegilat lärande kring ex aktionsforskning så resultat och utfall når längre.",Mait Walderlo,Eskilstuna kommun,Lärosäte,2018-11-01 12:44,,mait-walderlo-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår redan idag är de huvudsakliga kanalerna för att nå ut till lärare skolverkets hemsida samt lärartidningarna. Att bygga vidare på dessa kanaler är därför en god idé.  
Sedan krävs det en kultur av att vi i skolan pratar och förhåller oss till forskning.",Anders Erenius,Burlövs kommun,Kommunal huvudman Kommun,2018-11-01 14:06,,anders_erenius-3,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"Det är bra om forskning presenteras på olika ""lättsamma"" sätt. Men lärarna behöver få TID avsatt till att ta del av forskning, annars blir detta något som de mest engagerade tar till sig och kommer inte alla till del. Varför inte avsätta en öronmärkt tid på lärarnas schema, där varje skola kan organisera sig efter sina förutsättningar hur de ska närma sig aktuell forskning. Och låt inte detta bli ytterligare en sak som ska rymmas inom lärarnas arbetstid, vad kan man ta bort istället?",Alicia Jonsson,Vaggeryds kommun,Kommunal skola,2018-11-01 16:56,,alicia-jonsson-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår att lärarhögskolorna inför ett ämne som handlar om digitalisering i skolan och forskning på detta område.
Jag upplever att de lärarkandidater som kommer ut på vfu inte har mer kompetens på det här området än övriga lärare. De bör ju ligga i framkant och ha fått utbildning utifrån den senaste forskningen. Då kan de också driva övriga lärare framåt. Jag tycker att man som lärarstudent kan kräva att få det senaste i sin utbildning.",Maria Gulliksson,Örnsköldsviks kommun,Kommunal skola,2018-11-02 12:05,,miag-5,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår att huvudman/ledare ger goda förutsättningar för att lärare ska ha tid till att finna motivation, förståelse och intresse för forskning. Håller med om att det behöver utvecklas till en kultur som gör att man som lärare ser det vara av vikt att studera den egna undervisningspraktiken i större skala än vad som görs idag, för att alla ska kunna ”tillgodogöra sig” forskningen, inte enbart ""ha läst igenom"" en artikel osv. Och kanske skulle glappet kunna minskas om man inom forskningen också lät engagerade lärare med, och/eller under magister- och masterutbildning, dvs. inte enbart -,lic- och forskarstuderande, möjligheter att söka bidrag, delta i forskarseminarier och kunna arbeta med att införliva forskningsaktiviteter i undervisningspraktiken. Här tror jag att det finns en mer naturlig koppling mellan lärosäten och verksamheter.
#TidMedel #Lärosäten #Skolledning",Lilian Hemmingsson,Stockholms kommun,Lärosäte,2018-11-05 15:59,lärosäten skolledning,lhemmingsson-4 tidmedel,,
